"types.resourceTypeGeneral: Descending","publication_year per year",Count
Other,"-7226500580000",18
Other,"-7194964580000",21
Other,"-7163428580000",16
Other,"-7131892580000",18
Other,"-7100270180000",17
Other,"-7068734180000",18
Other,"-7037198180000",26
Other,"-7005662180000",21
Other,"-6974039780000",14
Other,"-6942503780000",24
Other,"-6910967780000",13
Other,"-6879431780000",21
Other,"-6847809380000",20
Other,"-6816273380000",23
Other,"-6784737380000",26
Other,"-6753201380000",19
Other,"-6721578980000",15
Other,"-6690042980000",18
Other,"-6658506980000",16
Other,"-6626970980000",14
Other,"-6595348580000",26
Other,"-6563812580000",13
Other,"-6532276580000",19
Other,"-6500740580000",30
Other,"-6469118180000",26
Other,"-6437582180000",26
Other,"-6406046180000",36
Other,"-6374510180000",22
Other,"-6342887780000",22
Other,"-6311351780000",35
Other,"-6279815780000",18
Other,"-6248279780000",28
Other,"-6216657380000",18
Other,"-6185121380000",19
Other,"-6153585380000",35
Other,"-6122049380000",31
Other,"-6090426980000",29
Other,"-6058890980000",18
Other,"-6027354980000",22
Other,"-5995818980000",28
Other,"-5964196580000",27
Other,"-5932660580000",25
Other,"-5901124580000",12
Other,"-5869588580000",20
Other,"-5837966180000",26
Other,"-5806430180000",22
Other,"-5774894180000",25
Other,"-5743358180000",23
Other,"-5711735780000",21
Other,"-5680199780000",28
Other,"-5648663780000",35
Other,"-5617127780000",26
Other,"-5585505380000",16
Other,"-5553969380000",15
Other,"-5522433380000",23
Other,"-5490897380000",23
Other,"-5459274980000",15
Other,"-5427738980000",19
Other,"-5396202980000",23
Other,"-5364666980000",51
Other,"-5333130980000",11
Other,"-5301594980000",14
Other,"-5270058980000",19
Other,"-5238522980000",17
Other,"-5206900580000",14
Other,"-5175364580000",8
Other,"-5143828580000",5
Other,"-5112292580000",14
Other,"-5080670180000",6
Other,"-5049134180000",18
Other,"-5017598180000",15
Other,"-4986062180000",18
Other,"-4954439780000",8
Other,"-4922903780000",18
Other,"-4891367780000",7
Other,"-4859831780000",19
Other,"-4828209380000",15
Other,"-4796673380000",17
Other,"-4765137380000",15
Other,"-4733601380000",51
Other,"-4701978980000",13
Other,"-4670442980000",11
Other,"-4638906980000",15
Other,"-4607370980000",13
Other,"-4575748580000",17
Other,"-4544212580000",18
Other,"-4512676580000",13
Other,"-4481140580000",22
Other,"-4449518180000",19
Other,"-4417982180000",52
Other,"-4386446180000",12
Other,"-4354910180000",23
Other,"-4323287780000",18
Other,"-4291751780000",23
Other,"-4260215780000",23
Other,"-4228679780000",26
Other,"-4197057380000",17
Other,"-4165521380000",18
Other,"-4133985380000",21
Other,"-4102449380000",29
Other,"-4070826980000",14
Other,"-4039290980000",22
Other,"-4007754980000",32
Other,"-3976218980000",32
Other,"-3944596580000",26
Other,"-3913060580000",26
Other,"-3881524580000",15
Other,"-3849988580000",19
Other,"-3818366180000",18
Other,"-3786830180000",33
Other,"-3755294180000",12
Other,"-3723758180000",18
Other,"-3692135780000",15
Other,"-3660599780000",16
Other,"-3629063780000",27
Other,"-3597527780000",16
Other,"-3565905380000",21
Other,"-3534369380000",20
Other,"-3502833380000",12
Other,"-3471297380000",34
Other,"-3439674980000",28
Other,"-3408138980000",23
Other,"-3376602980000",31
Other,"-3345066980000",21
Other,"-3313444580000",24
Other,"-3281908580000",21
Other,"-3250372580000",19
Other,"-3218836580000",25
Other,"-3187214180000",17
Other,"-3155678180000",26
Other,"-3124142180000",30
Other,"-3092606180000",23
Other,"-3060983780000",32
Other,"-3029447780000",31
Other,"-2997911780000",106
Other,"-2966375780000",26
Other,"-2934753380000",89
Other,"-2903217380000",74
Other,"-2871681380000",21
Other,"-2840145380000",51
Other,"-2808522980000",50
Other,"-2776986980000",127
Other,"-2745450980000",149
Other,"-2713914980000",139
Other,"-2682292580000",130
Other,"-2650756580000",155
Other,"-2619220580000",141
Other,"-2587684580000",142
Other,"-2556062180000",136
Other,"-2524526180000",130
Other,"-2492989200000",302
Other,"-2461453200000",359
Other,"-2429830800000",260
Other,"-2398294800000",308
Other,"-2366758800000",261
Other,"-2335222800000",250
Other,"-2303600400000",224
Other,"-2272064400000",254
Other,"-2240528400000",106
Other,"-2208992400000",220
Other,"-2177456400000",324
Other,"-2145920400000",244
Other,"-2114384400000",95
Other,"-2082848400000",173
Other,"-2051226000000",415
Other,"-2019690000000",345
Other,"-1988154000000",348
Other,"-1956618000000",350
Other,"-1924995600000",394
Other,"-1893459600000",308
Other,"-1861923600000",209
Other,"-1830387600000",369
Other,"-1798765200000",449
Other,"-1767229200000",362
Other,"-1735693200000",471
Other,"-1704157200000",500
Other,"-1672534800000",337
Other,"-1640998800000",282
Other,"-1609462800000",260
Other,"-1577926800000",506
Other,"-1546304400000",647
Other,"-1514768400000",745
Other,"-1483232400000",688
Other,"-1451696400000",709
Other,"-1420074000000",754
Other,"-1388538000000",733
Other,"-1357002000000",702
Other,"-1325466000000",727
Other,"-1293843600000",780
Other,"-1262307600000",696
Other,"-1230771600000",567
Other,"-1199235600000",78
Other,"-1167613200000",120
Other,"-1136077200000",278
Other,"-1104541200000",379
Other,"-1073005200000",343
Other,"-1041382800000",303
Other,"-1009846800000",293
Other,"-978310800000",356
Other,"-946774800000",309
Other,"-915152400000",371
Other,"-883620000000",687
Other,"-852080400000",721
Other,"-820544400000",413
Other,"-788922000000",84
Other,"-757386000000",92
Other,"-725850000000",285
Other,"-694314000000",267
Other,"-662691600000",382
Other,"-631155600000",387
Other,"-599619600000",312
Other,"-568083600000",481
Other,"-536461200000",643
Other,"-504925200000",440
Other,"-473389200000",386
Other,"-441853200000",309
Other,"-410230800000",550
Other,"-378694800000",752
Other,"-347158800000",407
Other,"-315622800000",480
Other,"-284000400000",534
Other,"-252464400000",536
Other,"-220928400000",562
Other,"-189392400000",727
Other,"-157770000000",672
Other,"-126234000000",848
Other,"-94698000000",777
Other,"-63162000000",640
Other,"-31539600000",383
Other,"-3600000",562
Other,31532400000,554
Other,63068400000,583
Other,94690800000,435
Other,126226800000,509
Other,157762800000,482
Other,189298800000,783
Other,220921200000,787
Other,252457200000,864
Other,283993200000,899
Other,315529200000,953
Other,347151600000,842
Other,378687600000,769
Other,410223600000,778
Other,441759600000,913
Other,473382000000,938
Other,504918000000,1257
Other,536454000000,2400
Other,567990000000,1446
Other,599612400000,1309
Other,631148400000,1379
Other,662684400000,1212
Other,694220400000,1636
Other,725842800000,1754
Other,757378800000,1685
Other,788914800000,1760
Other,820450800000,1972
Other,852073200000,2728
Other,883609200000,1868
Other,915145200000,2358
Other,946681200000,2368
Other,978303600000,1989
Other,1009839600000,2421
Other,1041375600000,2488
Other,1072911600000,3176
Other,1104534000000,2738
Other,1136070000000,4241
Other,1167606000000,3410
Other,1199142000000,3692
Other,1230764400000,4538
Other,1262300400000,5263
Other,1293836400000,5439
Other,1325372400000,6574
Other,1356994800000,8149
Other,1388530800000,13750
Other,1420066800000,146205
Other,1451602800000,37056
Other,1483225200000,206679
Other,1514761200000,66331
Other,1546297200000,55867
Other,1577833200000,52937
Other,1609455600000,58432
Other,1640991600000,94870
Other,1672527600000,12
Other,1704063600000,3
Other,1735686000000,5
Other,1893452400000,4
Other,2145913200000,1
Other,3155756400000,2
Other,3723750000000,1
Other,4070905200000,2
Other,4102441200000,3
Other,4197049200000,1
Other,4291743600000,1
Other,4354815600000,1
Other,7226578800000,1
Other,7668342000000,1
Other,10445324400000,1
Other,253370761200000,11
Collection,"-15746922980000",1
Collection,"-15336695780000",1
Collection,"-15084234980000",1
Collection,"-14989540580000",3
Collection,"-14958004580000",2
Collection,"-14926382180000",1
Collection,"-14894846180000",1
Collection,"-14863310180000",1
Collection,"-8993639780000",1
Collection,"-8772801380000",1
Collection,"-7131892580000",2
Collection,"-6910967780000",1
Collection,"-6847809380000",1
Collection,"-6626970980000",1
Collection,"-5837966180000",1
Collection,"-5711735780000",1
Collection,"-5364666980000",50
Collection,"-5238522980000",1
Collection,"-5017598180000",1
Collection,"-4986062180000",1
Collection,"-4733601380000",1
Collection,"-4512676580000",24
Collection,"-4481140580000",46
Collection,"-4449518180000",23
Collection,"-4417982180000",40
Collection,"-4386446180000",43
Collection,"-4354910180000",24
Collection,"-4323287780000",7
Collection,"-4291751780000",6
Collection,"-4260215780000",19
Collection,"-4228679780000",35
Collection,"-4197057380000",25
Collection,"-4165521380000",26
Collection,"-4133985380000",34
Collection,"-4102449380000",6
Collection,"-4039290980000",1
Collection,"-4007754980000",1
Collection,"-3849988580000",1
Collection,"-3818366180000",1
Collection,"-3786830180000",1
Collection,"-3755294180000",4
Collection,"-3660599780000",1
Collection,"-3629063780000",1
Collection,"-3534369380000",3
Collection,"-3439674980000",1
Collection,"-3345066980000",1
Collection,"-3313444580000",1
Collection,"-3250372580000",1
Collection,"-3218836580000",1
Collection,"-3187214180000",1
Collection,"-3155678180000",1
Collection,"-3124142180000",1
Collection,"-2966375780000",3
Collection,"-2934753380000",3
Collection,"-2903217380000",2
Collection,"-2871681380000",1
Collection,"-2840145380000",1
Collection,"-2808522980000",1
Collection,"-2776986980000",3
Collection,"-2745450980000",2
Collection,"-2682292580000",2
Collection,"-2650756580000",5
Collection,"-2619220580000",1
Collection,"-2587684580000",1
Collection,"-2556062180000",2
Collection,"-2524526180000",2
Collection,"-2492989200000",2
Collection,"-2461453200000",2
Collection,"-2429830800000",2
Collection,"-2398294800000",4
Collection,"-2366758800000",2
Collection,"-2335222800000",1
Collection,"-2303600400000",1
Collection,"-2272064400000",1
Collection,"-2240528400000",2
Collection,"-2208992400000",1
Collection,"-2177456400000",1
Collection,"-2145920400000",3
Collection,"-2114384400000",2
Collection,"-2082848400000",4
Collection,"-2051226000000",1
Collection,"-2019690000000",1
Collection,"-1956618000000",3
Collection,"-1924995600000",3
Collection,"-1893459600000",4
Collection,"-1861923600000",3
Collection,"-1830387600000",5
Collection,"-1767229200000",12
Collection,"-1735693200000",5
Collection,"-1704157200000",1
Collection,"-1672534800000",2
Collection,"-1640998800000",2
Collection,"-1609462800000",4
Collection,"-1577926800000",8
Collection,"-1546304400000",6
Collection,"-1514768400000",7
Collection,"-1483232400000",3
Collection,"-1451696400000",5
Collection,"-1420074000000",7
Collection,"-1388538000000",11
Collection,"-1357002000000",8
Collection,"-1325466000000",11
Collection,"-1293843600000",14
Collection,"-1262307600000",11
Collection,"-1230771600000",18
Collection,"-1199235600000",11
Collection,"-1167613200000",19
Collection,"-1136077200000",19
Collection,"-1104541200000",30
Collection,"-1073005200000",27
Collection,"-1041382800000",26
Collection,"-1009846800000",23
Collection,"-978310800000",25
Collection,"-946774800000",28
Collection,"-915152400000",33
Collection,"-883620000000",38
Collection,"-852080400000",29
Collection,"-820544400000",11
Collection,"-788922000000",14
Collection,"-757386000000",25
Collection,"-725850000000",35
Collection,"-694314000000",28
Collection,"-662691600000",45
Collection,"-631155600000",54
Collection,"-599619600000",58
Collection,"-568083600000",79
Collection,"-536461200000",78
Collection,"-504925200000",13
Collection,"-473389200000",17
Collection,"-441853200000",13
Collection,"-410230800000",14
Collection,"-378694800000",15
Collection,"-347158800000",15
Collection,"-315622800000",17
Collection,"-284000400000",15
Collection,"-252464400000",27
Collection,"-220928400000",33
Collection,"-189392400000",52
Collection,"-157770000000",54
Collection,"-126234000000",74
Collection,"-94698000000",54
Collection,"-63162000000",95
Collection,"-31539600000",96
Collection,"-3600000",1590
Collection,31532400000,96
Collection,63068400000,112
Collection,94690800000,133
Collection,126226800000,130
Collection,157762800000,157
Collection,189298800000,162
Collection,220921200000,644
Collection,252457200000,1070
Collection,283993200000,497
Collection,315529200000,785
Collection,347151600000,1021
Collection,378687600000,753
Collection,410223600000,625
Collection,441759600000,689
Collection,473382000000,606
Collection,504918000000,747
Collection,536454000000,752
Collection,567990000000,907
Collection,599612400000,831
Collection,631148400000,938
Collection,662684400000,1091
Collection,694220400000,1099
Collection,725842800000,1025
Collection,757378800000,1220
Collection,788914800000,967
Collection,820450800000,1118
Collection,852073200000,1036
Collection,883609200000,988
Collection,915145200000,1373
Collection,946681200000,1124
Collection,978303600000,1004
Collection,1009839600000,1143
Collection,1041375600000,1310
Collection,1072911600000,1599
Collection,1104534000000,1404
Collection,1136070000000,1688
Collection,1167606000000,2388
Collection,1199142000000,3197
Collection,1230764400000,5342
Collection,1262300400000,5870
Collection,1293836400000,9529
Collection,1325372400000,9051
Collection,1356994800000,13736
Collection,1388530800000,165122
Collection,1420066800000,53287
Collection,1451602800000,68232
Collection,1483225200000,49109
Collection,1514761200000,77683
Collection,1546297200000,84465
Collection,1577833200000,84162
Collection,1609455600000,99158
Collection,1640991600000,68729
Collection,1672527600000,3
Collection,1704063600000,2
Collection,1767222000000,2
Collection,2524604400000,1
Collection,3124220400000,1
Collection,3218828400000,1
Collection,4228585200000,2
Collection,5143820400000,1
Collection,32535212400000,1
Software,"-30610228580000",4
Software,"-3600000",18
Software,63068400000,2
Software,157762800000,1
Software,315529200000,1
Software,441759600000,1
Software,536454000000,4
Software,567990000000,8
Software,599612400000,12
Software,631148400000,8
Software,662684400000,1
Software,694220400000,6
Software,725842800000,8
Software,757378800000,8
Software,788914800000,9
Software,820450800000,11
Software,852073200000,6
Software,883609200000,7
Software,915145200000,19
Software,946681200000,7
Software,978303600000,6
Software,1009839600000,15
Software,1041375600000,33
Software,1072911600000,32
Software,1104534000000,43
Software,1136070000000,69
Software,1167606000000,115
Software,1199142000000,362
Software,1230764400000,502
Software,1262300400000,300
Software,1293836400000,300
Software,1325372400000,239
Software,1356994800000,531
Software,1388530800000,3895
Software,1420066800000,6365
Software,1451602800000,11370
Software,1483225200000,24011
Software,1514761200000,28344
Software,1546297200000,38571
Software,1577833200000,56790
Software,1609455600000,81037
Software,1640991600000,65424
Software,1672527600000,12
Software,1798758000000,2
Software,1893452400000,3
Software,2177449200000,2
Audiovisual,"-7952346980000",1
Audiovisual,"-5617127780000",1
Audiovisual,"-3849988580000",1
Audiovisual,"-2051226000000",7
Audiovisual,"-2019690000000",1
Audiovisual,"-1514768400000",1
Audiovisual,"-1388538000000",2
Audiovisual,"-1230771600000",16
Audiovisual,"-1199235600000",2
Audiovisual,"-1167613200000",2
Audiovisual,"-1136077200000",1
Audiovisual,"-1073005200000",24
Audiovisual,"-1041382800000",40
Audiovisual,"-1009846800000",22
Audiovisual,"-978310800000",27
Audiovisual,"-946774800000",14
Audiovisual,"-915152400000",25
Audiovisual,"-883620000000",7
Audiovisual,"-852080400000",17
Audiovisual,"-820544400000",10
Audiovisual,"-694314000000",1
Audiovisual,"-662691600000",4
Audiovisual,"-631155600000",7
Audiovisual,"-599619600000",3
Audiovisual,"-568083600000",10
Audiovisual,"-536461200000",14
Audiovisual,"-504925200000",24
Audiovisual,"-473389200000",45
Audiovisual,"-441853200000",31
Audiovisual,"-410230800000",23
Audiovisual,"-378694800000",32
Audiovisual,"-347158800000",89
Audiovisual,"-315622800000",33
Audiovisual,"-284000400000",42
Audiovisual,"-252464400000",75
Audiovisual,"-220928400000",80
Audiovisual,"-189392400000",86
Audiovisual,"-157770000000",81
Audiovisual,"-126234000000",45
Audiovisual,"-94698000000",93
Audiovisual,"-63162000000",66
Audiovisual,"-31539600000",22
Audiovisual,"-3600000",77
Audiovisual,31532400000,44
Audiovisual,63068400000,45
Audiovisual,94690800000,56
Audiovisual,126226800000,79
Audiovisual,157762800000,115
Audiovisual,189298800000,110
Audiovisual,220921200000,136
Audiovisual,252457200000,80
Audiovisual,283993200000,156
Audiovisual,315529200000,83
Audiovisual,347151600000,52
Audiovisual,378687600000,59
Audiovisual,410223600000,61
Audiovisual,441759600000,76
Audiovisual,473382000000,244
Audiovisual,504918000000,47
Audiovisual,536454000000,53
Audiovisual,567990000000,40
Audiovisual,599612400000,87
Audiovisual,631148400000,52
Audiovisual,662684400000,41
Audiovisual,694220400000,56
Audiovisual,725842800000,77
Audiovisual,757378800000,119
Audiovisual,788914800000,208
Audiovisual,820450800000,72
Audiovisual,852073200000,52
Audiovisual,883609200000,36
Audiovisual,915145200000,61
Audiovisual,946681200000,73
Audiovisual,978303600000,34
Audiovisual,1009839600000,124
Audiovisual,1041375600000,47
Audiovisual,1072911600000,95
Audiovisual,1104534000000,290
Audiovisual,1136070000000,455
Audiovisual,1167606000000,452
Audiovisual,1199142000000,1713
Audiovisual,1230764400000,1395
Audiovisual,1262300400000,1823
Audiovisual,1293836400000,3063
Audiovisual,1325372400000,6027
Audiovisual,1356994800000,6840
Audiovisual,1388530800000,8403
Audiovisual,1420066800000,9454
Audiovisual,1451602800000,13604
Audiovisual,1483225200000,19045
Audiovisual,1514761200000,24834
Audiovisual,1546297200000,30905
Audiovisual,1577833200000,39263
Audiovisual,1609455600000,51975
Audiovisual,1640991600000,23220
Audiovisual,1672527600000,2
Audiovisual,1924988400000,7
Audiovisual,2461446000000,21
JournalArticle,"-30136929380000",1
JournalArticle,"-8962103780000",2
JournalArticle,"-8678106980000",2
JournalArticle,"-5427738980000",2
JournalArticle,"-4638906980000",2
JournalArticle,"-4228679780000",1
JournalArticle,"-4039290980000",2
JournalArticle,"-3944596580000",2
JournalArticle,"-3849988580000",2
JournalArticle,"-3818366180000",1
JournalArticle,"-3786830180000",2
JournalArticle,"-3534369380000",1
JournalArticle,"-3471297380000",2
JournalArticle,"-3408138980000",2
JournalArticle,"-3376602980000",2
JournalArticle,"-3345066980000",2
JournalArticle,"-3281908580000",2
JournalArticle,"-3218836580000",4
JournalArticle,"-3187214180000",2
JournalArticle,"-2966375780000",2
JournalArticle,"-2871681380000",7
JournalArticle,"-2808522980000",6
JournalArticle,"-2776986980000",2
JournalArticle,"-2745450980000",7
JournalArticle,"-2682292580000",8
JournalArticle,"-2619220580000",10
JournalArticle,"-2556062180000",10
JournalArticle,"-2524526180000",6
JournalArticle,"-2461453200000",22
JournalArticle,"-2429830800000",23
JournalArticle,"-2398294800000",25
JournalArticle,"-2335222800000",20
JournalArticle,"-2272064400000",16
JournalArticle,"-2240528400000",10
JournalArticle,"-2208992400000",7
JournalArticle,"-2177456400000",11
JournalArticle,"-2145920400000",8
JournalArticle,"-2114384400000",8
JournalArticle,"-2082848400000",2
JournalArticle,"-2051226000000",13
JournalArticle,"-2019690000000",13
JournalArticle,"-1988154000000",50
JournalArticle,"-1956618000000",6
JournalArticle,"-1924995600000",6
JournalArticle,"-1893459600000",8
JournalArticle,"-1861923600000",3
JournalArticle,"-1830387600000",7
JournalArticle,"-1767229200000",6
JournalArticle,"-1735693200000",2
JournalArticle,"-1672534800000",2
JournalArticle,"-1640998800000",6
JournalArticle,"-1609462800000",6
JournalArticle,"-1577926800000",3
JournalArticle,"-1546304400000",3
JournalArticle,"-1514768400000",5
JournalArticle,"-1483232400000",7
JournalArticle,"-1451696400000",4
JournalArticle,"-1420074000000",155
JournalArticle,"-1388538000000",123
JournalArticle,"-1357002000000",156
JournalArticle,"-1325466000000",187
JournalArticle,"-1293843600000",252
JournalArticle,"-1262307600000",253
JournalArticle,"-1230771600000",218
JournalArticle,"-1199235600000",200
JournalArticle,"-1167613200000",207
JournalArticle,"-1136077200000",269
JournalArticle,"-1104541200000",302
JournalArticle,"-1073005200000",285
JournalArticle,"-1041382800000",249
JournalArticle,"-1009846800000",240
JournalArticle,"-978310800000",247
JournalArticle,"-946774800000",288
JournalArticle,"-915152400000",238
JournalArticle,"-883620000000",202
JournalArticle,"-852080400000",198
JournalArticle,"-820544400000",189
JournalArticle,"-788922000000",186
JournalArticle,"-757386000000",232
JournalArticle,"-725850000000",247
JournalArticle,"-694314000000",258
JournalArticle,"-662691600000",42
JournalArticle,"-631155600000",305
JournalArticle,"-599619600000",369
JournalArticle,"-568083600000",64
JournalArticle,"-536461200000",177
JournalArticle,"-504925200000",62
JournalArticle,"-473389200000",140
JournalArticle,"-441853200000",423
JournalArticle,"-410230800000",435
JournalArticle,"-378694800000",422
JournalArticle,"-347158800000",48
JournalArticle,"-315622800000",432
JournalArticle,"-284000400000",464
JournalArticle,"-252464400000",447
JournalArticle,"-220928400000",547
JournalArticle,"-189392400000",435
JournalArticle,"-157770000000",475
JournalArticle,"-126234000000",426
JournalArticle,"-94698000000",541
JournalArticle,"-63162000000",573
JournalArticle,"-31539600000",600
JournalArticle,"-3600000",617
JournalArticle,31532400000,541
JournalArticle,63068400000,606
JournalArticle,94690800000,675
JournalArticle,126226800000,734
JournalArticle,157762800000,939
JournalArticle,189298800000,924
JournalArticle,220921200000,808
JournalArticle,252457200000,1014
JournalArticle,283993200000,1024
JournalArticle,315529200000,1068
JournalArticle,347151600000,1104
JournalArticle,378687600000,1068
JournalArticle,410223600000,1067
JournalArticle,441759600000,973
JournalArticle,473382000000,1062
JournalArticle,504918000000,962
JournalArticle,536454000000,970
JournalArticle,567990000000,1056
JournalArticle,599612400000,1090
JournalArticle,631148400000,925
JournalArticle,662684400000,899
JournalArticle,694220400000,1076
JournalArticle,725842800000,1177
JournalArticle,757378800000,836
JournalArticle,788914800000,889
JournalArticle,820450800000,910
JournalArticle,852073200000,1111
JournalArticle,883609200000,1212
JournalArticle,915145200000,899
JournalArticle,946681200000,889
JournalArticle,978303600000,1030
JournalArticle,1009839600000,1273
JournalArticle,1041375600000,1407
JournalArticle,1072911600000,1721
JournalArticle,1104534000000,1772
JournalArticle,1136070000000,2315
JournalArticle,1167606000000,2392
JournalArticle,1199142000000,2466
JournalArticle,1230764400000,3034
JournalArticle,1262300400000,3182
JournalArticle,1293836400000,3585
JournalArticle,1325372400000,3975
JournalArticle,1356994800000,3020
JournalArticle,1388530800000,3083
JournalArticle,1420066800000,3219
JournalArticle,1451602800000,3116
JournalArticle,1483225200000,3566
JournalArticle,1514761200000,4217
JournalArticle,1546297200000,4701
JournalArticle,1577833200000,8011
JournalArticle,1609455600000,42862
JournalArticle,1640991600000,96827
JournalArticle,1672527600000,87
JournalArticle,1735686000000,9
JournalArticle,1767222000000,2
JournalArticle,1798758000000,4
JournalArticle,3029526000000,2
InteractiveResource,"-16094078180000",1
InteractiveResource,"-15809994980000",1
InteractiveResource,"-15778458980000",1
InteractiveResource,"-15620692580000",13
InteractiveResource,"-15242001380000",1
InteractiveResource,"-14831774180000",2
InteractiveResource,"-14516241380000",1
InteractiveResource,"-14390010980000",1
InteractiveResource,"-14263780580000",8
InteractiveResource,"-14200708580000",5
InteractiveResource,"-14074478180000",1
InteractiveResource,"-13916625380000",2
InteractiveResource,"-13853553380000",1
InteractiveResource,"-13569556580000",1
InteractiveResource,"-13506398180000",1
InteractiveResource,"-13253937380000",1
InteractiveResource,"-13096170980000",2
InteractiveResource,"-12338788580000",1
InteractiveResource,"-12307252580000",1
InteractiveResource,"-11928561380000",1
InteractiveResource,"-11739172580000",1
InteractiveResource,"-11676100580000",1
InteractiveResource,"-11423639780000",1
InteractiveResource,"-11202714980000",15
InteractiveResource,"-11076484580000",1
InteractiveResource,"-11044948580000",1
InteractiveResource,"-10981790180000",1
InteractiveResource,"-10887095780000",1
InteractiveResource,"-10729329380000",1
InteractiveResource,"-10508404580000",1
InteractiveResource,"-10382174180000",1
InteractiveResource,"-10129713380000",2
InteractiveResource,"-9940410980000",1
InteractiveResource,"-4986062180000",1
InteractiveResource,"-4607370980000",1
InteractiveResource,"-4575748580000",1
InteractiveResource,"-4354910180000",1
InteractiveResource,"-4260215780000",2
InteractiveResource,"-3060983780000",1
InteractiveResource,"-2398294800000",2
InteractiveResource,"-2366758800000",1
InteractiveResource,"-2335222800000",1
InteractiveResource,"-2303600400000",1
InteractiveResource,"-2240528400000",1
InteractiveResource,"-2177456400000",1
InteractiveResource,"-1830387600000",1
InteractiveResource,"-1798765200000",2
InteractiveResource,"-1577926800000",1
InteractiveResource,"-1451696400000",1
InteractiveResource,"-1420074000000",1
InteractiveResource,"-1136077200000",2
InteractiveResource,"-1104541200000",1
InteractiveResource,"-1073005200000",1
InteractiveResource,"-1041382800000",1
InteractiveResource,"-978310800000",1
InteractiveResource,"-883620000000",1
InteractiveResource,"-725850000000",1
InteractiveResource,"-662691600000",1
InteractiveResource,"-504925200000",1
InteractiveResource,"-441853200000",2
InteractiveResource,"-378694800000",5
InteractiveResource,"-347158800000",1
InteractiveResource,"-315622800000",4
InteractiveResource,"-252464400000",4
InteractiveResource,"-220928400000",2
InteractiveResource,"-189392400000",3
InteractiveResource,"-157770000000",2
InteractiveResource,"-126234000000",2
InteractiveResource,"-94698000000",8
InteractiveResource,"-63162000000",4
InteractiveResource,"-31539600000",5
InteractiveResource,"-3600000",9
InteractiveResource,31532400000,11
InteractiveResource,63068400000,14
InteractiveResource,94690800000,15
InteractiveResource,126226800000,18
InteractiveResource,157762800000,15
InteractiveResource,189298800000,19
InteractiveResource,220921200000,20
InteractiveResource,252457200000,23
InteractiveResource,283993200000,25
InteractiveResource,315529200000,20
InteractiveResource,347151600000,27
InteractiveResource,378687600000,32
InteractiveResource,410223600000,36
InteractiveResource,441759600000,41
InteractiveResource,473382000000,62
InteractiveResource,504918000000,52
InteractiveResource,536454000000,55
InteractiveResource,567990000000,64
InteractiveResource,599612400000,82
InteractiveResource,631148400000,72
InteractiveResource,662684400000,102
InteractiveResource,694220400000,100
InteractiveResource,725842800000,112
InteractiveResource,757378800000,124
InteractiveResource,788914800000,168
InteractiveResource,820450800000,234
InteractiveResource,852073200000,236
InteractiveResource,883609200000,242
InteractiveResource,915145200000,277
InteractiveResource,946681200000,352
InteractiveResource,978303600000,394
InteractiveResource,1009839600000,485
InteractiveResource,1041375600000,573
InteractiveResource,1072911600000,706
InteractiveResource,1104534000000,857
InteractiveResource,1136070000000,1085
InteractiveResource,1167606000000,1273
InteractiveResource,1199142000000,1312
InteractiveResource,1230764400000,1528
InteractiveResource,1262300400000,2992
InteractiveResource,1293836400000,4911
InteractiveResource,1325372400000,5851
InteractiveResource,1356994800000,6023
InteractiveResource,1388530800000,6171
InteractiveResource,1420066800000,6715
InteractiveResource,1451602800000,7472
InteractiveResource,1483225200000,9780
InteractiveResource,1514761200000,11524
InteractiveResource,1546297200000,11405
InteractiveResource,1577833200000,16598
InteractiveResource,1609455600000,12897
InteractiveResource,1640991600000,5730
Report,"-1230771600000",1
Report,"-1199235600000",2
Report,"-1167613200000",2
Report,"-1104541200000",5
Report,"-1073005200000",1
Report,"-1041382800000",4
Report,"-1009846800000",2
Report,"-978310800000",5
Report,"-946774800000",3
Report,"-915152400000",11
Report,"-883620000000",32
Report,"-852080400000",43
Report,"-820544400000",27
Report,"-788922000000",14
Report,"-757386000000",14
Report,"-725850000000",36
Report,"-694314000000",55
Report,"-662691600000",40
Report,"-631155600000",44
Report,"-599619600000",61
Report,"-568083600000",103
Report,"-536461200000",111
Report,"-504925200000",100
Report,"-473389200000",91
Report,"-441853200000",116
Report,"-410230800000",117
Report,"-378694800000",119
Report,"-347158800000",128
Report,"-315622800000",17
Report,"-284000400000",16
Report,"-252464400000",21
Report,"-220928400000",28
Report,"-189392400000",10
Report,"-157770000000",28
Report,"-126234000000",27
Report,"-94698000000",23
Report,"-63162000000",28
Report,"-31539600000",15
Report,"-3600000",10
Report,31532400000,17
Report,63068400000,24
Report,94690800000,35
Report,126226800000,48
Report,157762800000,53
Report,189298800000,38
Report,220921200000,58
Report,252457200000,62
Report,283993200000,71
Report,315529200000,66
Report,347151600000,77
Report,378687600000,99
Report,410223600000,122
Report,441759600000,98
Report,473382000000,151
Report,504918000000,189
Report,536454000000,118
Report,567990000000,152
Report,599612400000,151
Report,631148400000,148
Report,662684400000,147
Report,694220400000,173
Report,725842800000,181
Report,757378800000,182
Report,788914800000,177
Report,820450800000,176
Report,852073200000,186
Report,883609200000,186
Report,915145200000,214
Report,946681200000,214
Report,978303600000,252
Report,1009839600000,634
Report,1041375600000,1530
Report,1072911600000,2990
Report,1104534000000,2536
Report,1136070000000,2550
Report,1167606000000,2138
