"types.resourceTypeGeneral: Descending","publication_year per year",Count
OutputManagementPlan,"-2461453200000",1
OutputManagementPlan,"-2303600400000",1
OutputManagementPlan,"-1988154000000",3
OutputManagementPlan,"-1956618000000",5
OutputManagementPlan,820450800000,2
OutputManagementPlan,1451602800000,2
OutputManagementPlan,1483225200000,8
OutputManagementPlan,1514761200000,16
OutputManagementPlan,1546297200000,61
OutputManagementPlan,1577833200000,105
OutputManagementPlan,1609455600000,243
OutputManagementPlan,1640991600000,683
ConferenceProceeding,"-3187214180000",1
ConferenceProceeding,"-2934753380000",1
ConferenceProceeding,"-2903217380000",2
ConferenceProceeding,"-2745450980000",1
ConferenceProceeding,"-2682292580000",1
ConferenceProceeding,"-2556062180000",1
ConferenceProceeding,"-2398294800000",2
ConferenceProceeding,"-2114384400000",1
ConferenceProceeding,"-1988154000000",2
ConferenceProceeding,"-1073005200000",1
ConferenceProceeding,"-915152400000",1
ConferenceProceeding,"-883620000000",1
ConferenceProceeding,"-725850000000",3
ConferenceProceeding,"-694314000000",1
ConferenceProceeding,"-631155600000",5
ConferenceProceeding,"-599619600000",1
ConferenceProceeding,"-568083600000",1
ConferenceProceeding,"-504925200000",5
ConferenceProceeding,"-473389200000",4
ConferenceProceeding,"-441853200000",1
ConferenceProceeding,"-410230800000",8
ConferenceProceeding,"-378694800000",4
ConferenceProceeding,"-347158800000",2
ConferenceProceeding,"-284000400000",6
ConferenceProceeding,"-252464400000",1
ConferenceProceeding,"-157770000000",6
ConferenceProceeding,"-94698000000",1
ConferenceProceeding,"-63162000000",9
ConferenceProceeding,"-3600000",2
ConferenceProceeding,31532400000,4
ConferenceProceeding,63068400000,8
ConferenceProceeding,126226800000,3
ConferenceProceeding,157762800000,5
ConferenceProceeding,189298800000,7
ConferenceProceeding,220921200000,1
ConferenceProceeding,252457200000,8
ConferenceProceeding,283993200000,1
ConferenceProceeding,315529200000,1
ConferenceProceeding,347151600000,1
ConferenceProceeding,378687600000,9
ConferenceProceeding,410223600000,3
ConferenceProceeding,441759600000,10
ConferenceProceeding,473382000000,1
ConferenceProceeding,504918000000,13
ConferenceProceeding,536454000000,2
ConferenceProceeding,567990000000,14
ConferenceProceeding,599612400000,1
ConferenceProceeding,631148400000,10
ConferenceProceeding,662684400000,1
ConferenceProceeding,694220400000,9
ConferenceProceeding,725842800000,6
ConferenceProceeding,757378800000,13
ConferenceProceeding,788914800000,9
ConferenceProceeding,820450800000,8
ConferenceProceeding,852073200000,6
ConferenceProceeding,883609200000,9
ConferenceProceeding,915145200000,8
ConferenceProceeding,946681200000,18
ConferenceProceeding,978303600000,15
ConferenceProceeding,1009839600000,21
ConferenceProceeding,1041375600000,8
ConferenceProceeding,1072911600000,19
ConferenceProceeding,1104534000000,25
ConferenceProceeding,1136070000000,15
ConferenceProceeding,1167606000000,19
ConferenceProceeding,1199142000000,49
ConferenceProceeding,1230764400000,17
ConferenceProceeding,1262300400000,25
ConferenceProceeding,1293836400000,13
ConferenceProceeding,1325372400000,26
ConferenceProceeding,1356994800000,21
ConferenceProceeding,1388530800000,33
ConferenceProceeding,1420066800000,19
ConferenceProceeding,1451602800000,30
ConferenceProceeding,1483225200000,19
ConferenceProceeding,1514761200000,11
ConferenceProceeding,1546297200000,11
ConferenceProceeding,1577833200000,9
ConferenceProceeding,1609455600000,178
ConferenceProceeding,1640991600000,63
"__other__",157762800000,4
"__other__",189298800000,2
"__other__",220921200000,2
"__other__",252457200000,2
"__other__",283993200000,2
"__other__",315529200000,2
"__other__",347151600000,2
"__other__",378687600000,3
"__other__",410223600000,2
"__other__",441759600000,4
"__other__",473382000000,4
"__other__",504918000000,4
"__other__",536454000000,3
"__other__",567990000000,5
"__other__",599612400000,2
"__other__",631148400000,2
"__other__",662684400000,3
"__other__",694220400000,3
"__other__",725842800000,2
"__other__",757378800000,2
"__other__",788914800000,2
"__other__",820450800000,4
"__other__",852073200000,1
"__other__",883609200000,4
"__other__",915145200000,1
"__other__",946681200000,2
"__other__",978303600000,1
"__other__",1009839600000,3
"__other__",1041375600000,4
"__other__",1072911600000,8
"__other__",1104534000000,3
"__other__",1136070000000,4
"__other__",1167606000000,4
"__other__",1199142000000,6
"__other__",1230764400000,9
"__other__",1262300400000,5
"__other__",1293836400000,18
"__other__",1325372400000,21
"__other__",1356994800000,19
"__other__",1388530800000,17
"__other__",1420066800000,27
"__other__",1451602800000,43
"__other__",1483225200000,63
"__other__",1514761200000,134
"__other__",1546297200000,77
"__other__",1577833200000,89
"__other__",1609455600000,393
"__other__",1640991600000,125
